"Match_date","Match_number","Match_venue","Match_time","Toss_winner","Toss_decision","Team1","Team1_score","Team2","Team2_score","Winning_team","Winning_margin"
"Apr 18, 2008","1st match","M Chinnaswamy Stadium, Bangalore","night","Royal Challengers Bangalore","field","Kolkata Knight Riders","222/3","RCB","82","Kolkata Knight Riders","140 runs"
"Apr 19, 2008","2nd match","Punjab Cricket Association Stadium, Mohali, Chandigarh","day/night","Chennai Super Kings","bat","Chennai Super Kings","240/5","Kings XI Punjab","207/4","Chennai Super Kings","33 runs"
"Apr 19, 2008","3rd match","Feroz Shah Kotla, Delhi","night","Rajasthan Royals","bat","Rajasthan Royals","129/8","Delhi Daredevils","132/1","Delhi Daredevils","9 wickets (with 29 balls remaining)"
"Apr 20, 2008","4th match","Eden Gardens, Kolkata","day/night","Deccan Chargers","bat","Deccan Chargers","110","Kolkata Knight Riders","112/5","Kolkata Knight Riders","5 wickets (with 6 balls remaining)"
"Apr 20, 2008","5th match","Wankhede Stadium, Mumbai","night","Mumbai Indians","bat","Mumbai Indians","165/6","RCB","166/5","Royal Challengers Bangalore","5 wickets (with 2 balls remaining)"
"Apr 21, 2008","6th match","Sawai Mansingh Stadium, Jaipur","night","Kings XI Punjab","bat","Kings XI Punjab","166/8","Rajasthan Royals","168/4","Rajasthan Royals","6 wickets (with 11 balls remaining)"
"Apr 22, 2008","7th match","Rajiv Gandhi International Stadium, Uppal, Hyderabad","night","Deccan Chargers","bat","Deccan Chargers","142/8","Delhi Daredevils","143/1","Delhi Daredevils","9 wickets (with 42 balls remaining)"
"Apr 23, 2008","8th match","MA Chidambaram Stadium, Chepauk, Chennai","night","Mumbai Indians","field","Chennai Super Kings","208/5","Mumbai Indians","202/7","Chennai Super Kings","6 runs"
"Apr 24, 2008","9th match","Rajiv Gandhi International Stadium, Uppal, Hyderabad","night","Rajasthan Royals","field","Deccan Chargers","214/5","Rajasthan Royals","217/7","Rajasthan Royals","3 wickets (with 1 ball remaining)"
"Apr 25, 2008","10th match","Punjab Cricket Association Stadium, Mohali, Chandigarh","night","Mumbai Indians","field","Kings XI Punjab","182","Mumbai Indians","116/9","Kings XI Punjab","66 runs"
"Apr 26, 2008","11th match","MA Chidambaram Stadium, Chepauk, Chennai","day/night","Kolkata Knight Riders","bat","Kolkata Knight Riders","147/9","Chennai Super Kings","152/1","Chennai Super Kings","9 wickets (with 18 balls remaining)"
"Apr 26, 2008","12th match","M Chinnaswamy Stadium, Bangalore","night","Rajasthan Royals","field","RCB","135/8","Rajasthan Royals","138/3","Rajasthan Royals","7 wickets (with 17 balls remaining)"
"Apr 27, 2008","13th match","Punjab Cricket Association Stadium, Mohali, Chandigarh","day/night","Delhi Daredevils","bat","Delhi Daredevils","158/8","Kings XI Punjab","162/6","Kings XI Punjab","4 wickets (with 3 balls remaining)"
"Apr 27, 2008","14th match","Dr DY Patil Sports Academy, Mumbai","night","Deccan Chargers","field","Mumbai Indians","154/7","Deccan Chargers","155/0","Deccan Chargers","10 wickets (with 48 balls remaining)"
"Apr 28, 2008","15th match","M Chinnaswamy Stadium, Bangalore","night","Chennai Super Kings","bat","Chennai Super Kings","178/5","RCB","165","Chennai Super Kings","13 runs"
"Apr 29, 2008","16th match","Eden Gardens, Kolkata","night","Kolkata Knight Riders","bat","Kolkata Knight Riders","137/8","Mumbai Indians","138/3","Mumbai Indians","7 wickets (with 8 balls remaining)"
"Apr 30, 2008","17th match","Feroz Shah Kotla, Delhi","night","Royal Challengers Bangalore","field","Delhi Daredevils","191/5","RCB","181/5","Delhi Daredevils","10 runs"
"May 1, 2008","18th match","Sawai Mansingh Stadium, Jaipur","day/night","Rajasthan Royals","bat","Rajasthan Royals","196/7","Kolkata Knight Riders","151","Rajasthan Royals","45 runs"
"May 1, 2008","19th match","Rajiv Gandhi International Stadium, Uppal, Hyderabad","night","Kings XI Punjab","field","Deccan Chargers","164/8","Kings XI Punjab","167/3","Kings XI Punjab","7 wickets (with 7 balls remaining)"
"May 2, 2008","20th match","MA Chidambaram Stadium, Chepauk, Chennai","night","Chennai Super Kings","bat","Chennai Super Kings","169/6","Delhi Daredevils","172/2","Delhi Daredevils","8 wickets (with 6 balls remaining)"
"May 3, 2008","21st match","M Chinnaswamy Stadium, Bangalore","day/night","Deccan Chargers","field","RCB","156/8","Deccan Chargers","153/6","Royal Challengers Bangalore","3 runs"
"May 3, 2008","22nd match","Punjab Cricket Association Stadium, Mohali, Chandigarh","night","Kings XI Punjab","bat","Kings XI Punjab","178/6","Kolkata Knight Riders","169/6","Kings XI Punjab","9 runs"
"May 4, 2008","23rd match","Dr DY Patil Sports Academy, Mumbai","day/night","Delhi Daredevils","field","Mumbai Indians","162/8","Delhi Daredevils","133","Mumbai Indians","29 runs"
"May 4, 2008","24th match","Sawai Mansingh Stadium, Jaipur","night","Chennai Super Kings","bat","Chennai Super Kings","109","Rajasthan Royals","110/2","Rajasthan Royals","8 wickets (with 34 balls remaining)"
"May 5, 2008","25th match","M Chinnaswamy Stadium, Bangalore","night","Kings XI Punjab","field","RCB","126","Kings XI Punjab","127/4","Kings XI Punjab","6 wickets (with 10 balls remaining)"
"May 6, 2008","26th match","MA Chidambaram Stadium, Chepauk, Chennai","night","Deccan Chargers","field","Chennai Super Kings","144/7","Deccan Chargers","148/3","Deccan Chargers","7 wickets (with 12 balls remaining)"
"May 7, 2008","27th match","Dr DY Patil Sports Academy, Mumbai","night","Mumbai Indians","field","Rajasthan Royals","103","Mumbai Indians","104/3","Mumbai Indians","7 wickets (with 29 balls remaining)"
"May 8, 2008","28th match","Feroz Shah Kotla, Delhi","day/night","Chennai Super Kings","field","Delhi Daredevils","187/5","Chennai Super Kings","188/6","Chennai Super Kings","4 wickets (with 0 balls remaining)"
"May 8, 2008","29th match","Eden Gardens, Kolkata","night","Kolkata Knight Riders","bat","Kolkata Knight Riders","129/7","RCB","124/4","Kolkata Knight Riders","5 runs"
"May 9, 2008","30th match","Sawai Mansingh Stadium, Jaipur","night","Rajasthan Royals","field","Deccan Chargers","140/8","Rajasthan Royals","141/2","Rajasthan Royals","8 wickets (with 24 balls remaining)"
"May 10, 2008","31st match","MA Chidambaram Stadium, Chepauk, Chennai","night","Kings XI Punjab","field","Chennai Super Kings","181/4","Kings XI Punjab","163/9","Chennai Super Kings","18 runs"
"May 11, 2008","32nd match","Rajiv Gandhi International Stadium, Uppal, Hyderabad","day/night","Kolkata Knight Riders","bat","Kolkata Knight Riders","204/4","Deccan Chargers","181/7","Kolkata Knight Riders","23 runs"
"May 11, 2008","33rd match","Sawai Mansingh Stadium, Jaipur","night","Rajasthan Royals","field","Delhi Daredevils","156/7","Rajasthan Royals","159/7","Rajasthan Royals","3 wickets (with 5 balls remaining)"
"May 12, 2008","34th match","Punjab Cricket Association Stadium, Mohali, Chandigarh","night","Royal Challengers Bangalore","bat","RCB","143/8","Kings XI Punjab","144/1","Kings XI Punjab","9 wickets (with 26 balls remaining)"
"May 13, 2008","35th match","Eden Gardens, Kolkata","night","Kolkata Knight Riders","bat","Kolkata Knight Riders","133/6","Delhi Daredevils","110","Kolkata Knight Riders","23 runs"
"May 14, 2008","36th match","Wankhede Stadium, Mumbai","night","Mumbai Indians","field","Chennai Super Kings","156/6","Mumbai Indians","158/1","Mumbai Indians","9 wickets (with 37 balls remaining)"
"May 15, 2008","37th match","Feroz Shah Kotla, Delhi","night","Deccan Chargers","field","Delhi Daredevils","194/4","Deccan Chargers","182/9","Delhi Daredevils","12 runs"
"May 16, 2008","38th match","Wankhede Stadium, Mumbai","night","Mumbai Indians","field","Kolkata Knight Riders","67","Mumbai Indians","68/2","Mumbai Indians","8 wickets (with 87 balls remaining)"
"May 17, 2008","39th match","Sawai Mansingh Stadium, Jaipur","day/night","Royal Challengers Bangalore","field","Rajasthan Royals","197/1","RCB","132/9","Rajasthan Royals","65 runs"
"May 17, 2008","40th match","Feroz Shah Kotla, Delhi","night","Delhi Daredevils","bat","Delhi Daredevils","118/4","Kings XI Punjab","94/3","Kings XI Punjab","6 runs (D/L method)"
"May 18, 2008","41st match","Eden Gardens, Kolkata","day/night","Kolkata Knight Riders","bat","Kolkata Knight Riders","149/5","Chennai Super Kings","55/0","Chennai Super Kings","3 runs (D/L method)"
"May 18, 2008","42nd match","Rajiv Gandhi International Stadium, Uppal, Hyderabad","night","Deccan Chargers","field","Mumbai Indians","178/7","Deccan Chargers","153/7","Mumbai Indians","25 runs"
"May 19, 2008","43rd match","M Chinnaswamy Stadium, Bangalore","night","Delhi Daredevils","field","RCB","154/7","Delhi Daredevils","158/5","Delhi Daredevils","5 wickets (with 10 balls remaining)"
"May 20, 2008","44th match","Eden Gardens, Kolkata","night","Rajasthan Royals","field","Kolkata Knight Riders","147/8","Rajasthan Royals","150/4","Rajasthan Royals","6 wickets (with 21 balls remaining)"
"May 21, 2008","45th match","Wankhede Stadium, Mumbai","day/night","Mumbai Indians","field","Kings XI Punjab","189/4","Mumbai Indians","188","Kings XI Punjab","1 run"
"May 21, 2008","46th match","MA Chidambaram Stadium, Chepauk, Chennai","night","Royal Challengers Bangalore","bat","RCB","126/8","Chennai Super Kings","112/8","Royal Challengers Bangalore","14 runs"
"May 22, 2008","47th match","Feroz Shah Kotla, Delhi","night","no toss","no","Delhi Daredevils","","Kolkata Knight Riders","","Match abandoned without a ball bowled",""
"May 23, 2008","48th match","Punjab Cricket Association Stadium, Mohali, Chandigarh","night","Kings XI Punjab","field","Deccan Chargers","175/4","Kings XI Punjab","178/4","Kings XI Punjab","6 wickets (with 3 balls remaining)"
"May 24, 2008","49th match","MA Chidambaram Stadium, Chepauk, Chennai","day/night","Rajasthan Royals","bat","Rajasthan Royals","211/5","Chennai Super Kings","201/7","Rajasthan Royals","10 runs"
"May 24, 2008","50th match","Feroz Shah Kotla, Delhi","night","Delhi Daredevils","field","Mumbai Indians","176/8","Delhi Daredevils","179/5","Delhi Daredevils","5 wickets (with 1 ball remaining)"
"May 25, 2008","51st match","Rajiv Gandhi International Stadium, Uppal, Hyderabad","day/night","Deccan Chargers","bat","Deccan Chargers","165","RCB","171/5","Royal Challengers Bangalore","5 wickets (with 6 balls remaining)"
"May 25, 2008","52nd match","Eden Gardens, Kolkata","night","Kings XI Punjab","bat","Kings XI Punjab","174/6","Kolkata Knight Riders","175/7","Kolkata Knight Riders","3 wickets (with 2 balls remaining)"
"May 26, 2008","53rd match","Sawai Mansingh Stadium, Jaipur","night","Rajasthan Royals","field","Mumbai Indians","145/7","Rajasthan Royals","146/5","Rajasthan Royals","5 wickets (with 0 balls remaining)"
"May 27, 2008","54th match","Rajiv Gandhi International Stadium, Uppal, Hyderabad","night","Deccan Chargers","bat","Deccan Chargers","147/8","Chennai Super Kings","148/3","Chennai Super Kings","7 wickets (with 4 balls remaining)"
"May 28, 2008","55th match","M Chinnaswamy Stadium, Bangalore","day/night","Mumbai Indians","field","RCB","122/9","Mumbai Indians","126/1","Mumbai Indians","9 wickets (with 12 balls remaining)"
"May 28, 2008","56th match","Punjab Cricket Association Stadium, Mohali, Chandigarh","night","Rajasthan Royals","field","Kings XI Punjab","221/3","Rajasthan Royals","180/7","Kings XI Punjab","41 runs"
"May 30, 2008","1st Semi-Final","Wankhede Stadium, Mumbai","night","Delhi Daredevils","field","Rajasthan Royals","192/9","Delhi Daredevils","87","Rajasthan Royals","105 runs"
"May 31, 2008","2nd Semi-Final","Wankhede Stadium, Mumbai","night","Kings XI Punjab","bat","Kings XI Punjab","112/8","Chennai Super Kings","116/1","Chennai Super Kings","9 wickets (with 31 balls remaining)"
"Jun 1, 2008","Final","Dr DY Patil Sports Academy, Mumbai","night","Rajasthan Royals","field","Chennai Super Kings","163/5","Rajasthan Royals","164/7","Rajasthan Royals","3 wickets (with 0 balls remaining)"
"Apr 18, 2009","1st match","Newlands, Cape Town"," ","Chennai Super Kings","field","Mumbai Indians","165/7","Chennai Super Kings","146/7","Mumbai Indians","19 runs"
"Apr 18, 2009","2nd match","Newlands, Cape Town","day/night","Royal Challengers Bangalore","bat","RCB","133/8","Rajasthan Royals","58","Royal Challengers Bangalore","75 runs"
"Apr 19, 2009","3rd match","Newlands, Cape Town"," ","Delhi Daredevils","field","Kings XI Punjab","104/7","Delhi Daredevils","58/0","Delhi Daredevils","10 wickets (with 7 balls remaining) (D/L method)"
"Apr 19, 2009","4th match","Newlands, Cape Town","night","Kolkata Knight Riders","bat","Kolkata Knight Riders","101","Deccan Chargers","104/2","Deccan Chargers","8 wickets (with 41 balls remaining)"
"Apr 20, 2009","5th match","St George's Park, Port Elizabeth","day/night","Chennai Super Kings","bat","Chennai Super Kings","179/5","RCB","87","Chennai Super Kings","92 runs"
"Apr 21, 2009","6th match","Kingsmead, Durban"," ","Kolkata Knight Riders","field","Kings XI Punjab","158/6","Kolkata Knight Riders","79/1","Kolkata Knight Riders","11 runs (D/L method)"
"Apr 21, 2009","7th match","Kingsmead, Durban","day/night","no toss","no","Mumbai Indians","","Rajasthan Royals","","Match abandoned without a ball bowled",""
"Apr 22, 2009","8th match","Newlands, Cape Town","day/night","Deccan Chargers","bat","Deccan Chargers","184/6","RCB","160/8","Deccan Chargers","24 runs"
"Apr 23, 2009","9th match","Kingsmead, Durban"," ","Delhi Daredevils","bat","Delhi Daredevils","189/5","Chennai Super Kings","180/9","Delhi Daredevils","9 runs"
"Apr 23, 2009","10th match","Newlands, Cape Town","day/night","Kolkata Knight Riders","field","Rajasthan Royals","150/6","Kolkata Knight Riders","150/8","Match tied (Rajasthan Royals",""
"Apr 24, 2009","11th match","Kingsmead, Durban","day/night","Royal Challengers Bangalore","bat","RCB","168/9","Kings XI Punjab","173/3","Kings XI Punjab","7 wickets (with 6 balls remaining)"
"Apr 25, 2009","12th match","Kingsmead, Durban"," ","Deccan Chargers","bat","Deccan Chargers","168/9","Mumbai Indians","156/7","Deccan Chargers","12 runs"
"Apr 25, 2009","13th match","Newlands, Cape Town","day/night","no toss","no","Chennai Super Kings","","Kolkata Knight Riders","","Match abandoned without a ball bowled",""
"Apr 26, 2009","14th match","St George's Park, Port Elizabeth"," ","Royal Challengers Bangalore","bat","RCB","149/7","Delhi Daredevils","150/4","Delhi Daredevils","6 wickets (with 4 balls remaining)"
"Apr 26, 2009","15th match","Newlands, Cape Town","day/night","Kings XI Punjab","bat","Kings XI Punjab","139/6","Rajasthan Royals","112/7","Kings XI Punjab","27 runs"
"Apr 27, 2009","16th match","Kingsmead, Durban"," ","Deccan Chargers","field","Chennai Super Kings","165/6","Deccan Chargers","169/4","Deccan Chargers","6 wickets (with 3 balls remaining)"
"Apr 27, 2009","17th match","St George's Park, Port Elizabeth","day/night","Mumbai Indians","bat","Mumbai Indians","187/6","Kolkata Knight Riders","95","Mumbai Indians","92 runs"
"Apr 28, 2009","18th match","SuperSport Park, Centurion","day/night","Delhi Daredevils","bat","Delhi Daredevils","143/7","Rajasthan Royals","147/5","Rajasthan Royals","5 wickets (with 9 balls remaining)"
"Apr 29, 2009","19th match","Kingsmead, Durban"," ","Kolkata Knight Riders","bat","Kolkata Knight Riders","139/6","RCB","143/5","Royal Challengers Bangalore","5 wickets (with 1 ball remaining)"
"Apr 29, 2009","20th match","Kingsmead, Durban","day/night","Kings XI Punjab","bat","Kings XI Punjab","119/8","Mumbai Indians","116/7","Kings XI Punjab","3 runs"
"Apr 30, 2009","21st match","SuperSport Park, Centurion"," ","Delhi Daredevils","field","Deccan Chargers","148/9","Delhi Daredevils","150/4","Delhi Daredevils","6 wickets (with 8 balls remaining)"
"Apr 30, 2009","22nd match","SuperSport Park, Centurion","day/night","Rajasthan Royals","field","Chennai Super Kings","164/5","Rajasthan Royals","126","Chennai Super Kings","38 runs"
"May 1, 2009","23rd match","Buffalo Park, East London"," ","Mumbai Indians","bat","Mumbai Indians","148/6","Kolkata Knight Riders","139/6","Mumbai Indians","9 runs"
"May 1, 2009","24th match","Kingsmead, Durban","day/night","Royal Challengers Bangalore","bat","RCB","145/9","Kings XI Punjab","137/7","Royal Challengers Bangalore","8 runs"
"May 2, 2009","25th match","St George's Park, Port Elizabeth"," ","Deccan Chargers","bat","Deccan Chargers","141/5","Rajasthan Royals","142/7","Rajasthan Royals","3 wickets (with 2 balls remaining)"
"May 2, 2009","26th match","New Wanderers Stadium, Johannesburg","day/night","Delhi Daredevils","field","Chennai Super Kings","163","Delhi Daredevils","145/8","Chennai Super Kings","18 runs"
"May 3, 2009","27th match","St George's Park, Port Elizabeth"," ","Kolkata Knight Riders","bat","Kolkata Knight Riders","153/3","Kings XI Punjab","154/4","Kings XI Punjab","6 wickets (with 0 balls remaining)"
"May 3, 2009","28th match","New Wanderers Stadium, Johannesburg","day/night","Mumbai Indians","bat","Mumbai Indians","149/4","RCB","150/1","Royal Challengers Bangalore","9 wickets (with 11 balls remaining)"
"May 4, 2009","29th match","Buffalo Park, East London","day/night","Chennai Super Kings","bat","Chennai Super Kings","178/3","Deccan Chargers","100","Chennai Super Kings","78 runs"
"May 5, 2009","30th match","Kingsmead, Durban"," ","Kings XI Punjab","field","Rajasthan Royals","211/4","Kings XI Punjab","133/8","Rajasthan Royals","78 runs"
"May 5, 2009","31st match","Kingsmead, Durban","day/night","Kolkata Knight Riders","bat","Kolkata Knight Riders","154/3","Delhi Daredevils","157/1","Delhi Daredevils","9 wickets (with 6 balls remaining)"
"May 6, 2009","32nd match","SuperSport Park, Centurion","day/night","Deccan Chargers","bat","Deccan Chargers","145/6","Mumbai Indians","126/8","Deccan Chargers","19 runs"
"May 7, 2009","33rd match","SuperSport Park, Centurion"," ","Rajasthan Royals","field","RCB","105","Rajasthan Royals","107/3","Rajasthan Royals","7 wickets (with 30 balls remaining)"
"May 7, 2009","34th match","SuperSport Park, Centurion","day/night","Chennai Super Kings","bat","Chennai Super Kings","185/3","Kings XI Punjab","174/3","Chennai Super Kings","12 runs (D/L method)"
"May 8, 2009","35th match","Buffalo Park, East London","day/night","Mumbai Indians","bat","Mumbai Indians","116","Delhi Daredevils","118/3","Delhi Daredevils","7 wickets (with 7 balls remaining)"
"May 9, 2009","36th match","De Beers Diamond Oval, Kimberley"," ","Kings XI Punjab","field","Deccan Chargers","168/5","Kings XI Punjab","169/7","Kings XI Punjab","3 wickets (with 1 ball remaining)"
"May 9, 2009","37th match","De Beers Diamond Oval, Kimberley","day/night","Rajasthan Royals","bat","Rajasthan Royals","140/7","Chennai Super Kings","141/3","Chennai Super Kings","7 wickets (with 10 balls remaining)"
"May 10, 2009","38th match","St George's Park, Port Elizabeth"," ","Mumbai Indians","bat","Mumbai Indians","157/2","RCB","141/7","Mumbai Indians","16 runs"
"May 10, 2009","39th match","New Wanderers Stadium, Johannesburg","day/night","Delhi Daredevils","field","Kolkata Knight Riders","123/8","Delhi Daredevils","125/3","Delhi Daredevils","7 wickets (with 17 balls remaining)"
"May 11, 2009","40th match","De Beers Diamond Oval, Kimberley","day/night","Deccan Chargers","bat","Deccan Chargers","166/7","Rajasthan Royals","113","Deccan Chargers","53 runs"
"May 12, 2009","41st match","SuperSport Park, Centurion"," ","Royal Challengers Bangalore","field","Kolkata Knight Riders","173/4","RCB","176/4","Royal Challengers Bangalore","6 wickets (with 4 balls remaining)"
"May 12, 2009","42nd match","SuperSport Park, Centurion","day/night","Kings XI Punjab","bat","Kings XI Punjab","119/9","Mumbai Indians","122/2","Mumbai Indians","8 wickets (with 22 balls remaining)"
"May 13, 2009","43rd match","Kingsmead, Durban","day/night","Deccan Chargers","field","Delhi Daredevils","173/7","Deccan Chargers","161","Delhi Daredevils","12 runs"
"May 14, 2009","44th match","Kingsmead, Durban"," ","Chennai Super Kings","bat","Chennai Super Kings","129","RCB","132/8","Royal Challengers Bangalore","2 wickets (with 2 balls remaining)"
"May 14, 2009","45th match","Kingsmead, Durban","day/night","Rajasthan Royals","bat","Rajasthan Royals","145/7","Mumbai Indians","143","Rajasthan Royals","2 runs"
"May 15, 2009","46th match","OUTsurance Oval, Bloemfontein","day/night","Kings XI Punjab","field","Delhi Daredevils","120/9","Kings XI Punjab","123/4","Kings XI Punjab","6 wickets (with 5 balls remaining)"
"May 16, 2009","47th match","St George's Park, Port Elizabeth"," ","Mumbai Indians","bat","Mumbai Indians","147/5","Chennai Super Kings","151/3","Chennai Super Kings","7 wickets (with 5 balls remaining)"
"May 16, 2009","48th match","New Wanderers Stadium, Johannesburg","day/night","Deccan Chargers","field","Kolkata Knight Riders","160/5","Deccan Chargers","166/4","Deccan Chargers","6 wickets (with 0 balls remaining)"
"May 17, 2009","49th match","New Wanderers Stadium, Johannesburg"," ","Deccan Chargers","field","Kings XI Punjab","134/7","Deccan Chargers","133/8","Kings XI Punjab","1 run"
"May 17, 2009","50th match","OUTsurance Oval, Bloemfontein","day/night","Delhi Daredevils","bat","Delhi Daredevils","150/3","Rajasthan Royals","136/9","Delhi Daredevils","14 runs"
"May 18, 2009","51st match","SuperSport Park, Centurion","day/night","Chennai Super Kings","bat","Chennai Super Kings","188/3","Kolkata Knight Riders","189/3","Kolkata Knight Riders","7 wickets (with 0 balls remaining)"
"May 19, 2009","52nd match","New Wanderers Stadium, Johannesburg","day/night","Delhi Daredevils","bat","Delhi Daredevils","134/7","RCB","135/3","Royal Challengers Bangalore","7 wickets (with 6 balls remaining)"
"May 20, 2009","53rd match","Kingsmead, Durban"," ","Kolkata Knight Riders","field","Rajasthan Royals","101/9","Kolkata Knight Riders","102/6","Kolkata Knight Riders","4 wickets (with 3 balls remaining)"
"May 20, 2009","54th match","Kingsmead, Durban","day/night","Chennai Super Kings","bat","Chennai Super Kings","116/9","Kings XI Punjab","92/8","Chennai Super Kings","24 runs"
"May 21, 2009","55th match","SuperSport Park, Centurion"," ","Delhi Daredevils","field","Mumbai Indians","165/8","Delhi Daredevils","166/6","Delhi Daredevils","4 wickets (with 15 balls remaining)"
"May 21, 2009","56th match","SuperSport Park, Centurion","day/night","Royal Challengers Bangalore","bat","RCB","170/4","Deccan Chargers","158/6","Royal Challengers Bangalore","12 runs"
"May 22, 2009","1st Semi-Final","SuperSport Park, Centurion","day/night","Deccan Chargers","field","Delhi Daredevils","153/8","Deccan Chargers","154/4","Deccan Chargers","6 wickets (with 14 balls remaining)"
"May 23, 2009","2nd Semi-Final","New Wanderers Stadium, Johannesburg","day/night","Royal Challengers Bangalore","field","Chennai Super Kings","146/5","RCB","149/4","Royal Challengers Bangalore","6 wickets (with 7 balls remaining)"
"May 24, 2009","Final","New Wanderers Stadium, Johannesburg","day/night","Royal Challengers Bangalore","field","Deccan Chargers","143/6","RCB","137/9","Deccan Chargers","6 runs"
"Mar 12, 2010","1st match","Dr DY Patil Sports Academy, Mumbai","night","Deccan Chargers","field","Kolkata Knight Riders","161/4","Deccan Chargers","150/7","Kolkata Knight Riders","11 runs"
"Mar 13, 2010","2nd match","Brabourne Stadium, Mumbai","day/night","Mumbai Indians","bat","Mumbai Indians","212/6","Rajasthan Royals","208/7","Mumbai Indians","4 runs"
"Mar 13, 2010","3rd match","Punjab Cricket Association Stadium, Mohali, Chandigarh","night","Delhi Daredevils","field","Kings XI Punjab","142/9","Delhi Daredevils","146/5","Delhi Daredevils","5 wickets (with 1 ball remaining)"
"Mar 14, 2010","4th match","Eden Gardens, Kolkata","day/night","Kolkata Knight Riders","field","RCB","135/7","Kolkata Knight Riders","136/3","Kolkata Knight Riders","7 wickets (with 4 balls remaining)"
"Mar 14, 2010","5th match","MA Chidambaram Stadium, Chepauk, Chennai","night","Deccan Chargers","bat","Deccan Chargers","190/4","Chennai Super Kings","159/9","Deccan Chargers","31 runs"
"Mar 15, 2010","6th match","Sardar Patel Stadium, Motera, Ahmedabad","night","Delhi Daredevils","field","Rajasthan Royals","141/6","Delhi Daredevils","142/4","Delhi Daredevils","6 wickets (with 17 balls remaining)"
"Mar 16, 2010","7th match","M Chinnaswamy Stadium, Bangalore","day/night","Kings XI Punjab","bat","Kings XI Punjab","203/3","RCB","204/2","Royal Challengers Bangalore","8 wickets (with 7 balls remaining)"
"Mar 16, 2010","8th match","Eden Gardens, Kolkata","night","Chennai Super Kings","bat","Chennai Super Kings","164/3","Kolkata Knight Riders","109","Chennai Super Kings","55 runs"
"Mar 17, 2010","9th match","Feroz Shah Kotla, Delhi","night","Delhi Daredevils","field","Mumbai Indians","218/7","Delhi Daredevils","120","Mumbai Indians","98 runs"
"Mar 18, 2010","10th match","M Chinnaswamy Stadium, Bangalore","night","Royal Challengers Bangalore","field","Rajasthan Royals","92","RCB","93/0","Royal Challengers Bangalore","10 wickets (with 56 balls remaining)"
"Mar 19, 2010","11th match","Feroz Shah Kotla, Delhi","day/night","Delhi Daredevils","bat","Delhi Daredevils","185/6","Chennai Super Kings","190/5","Chennai Super Kings","5 wickets (with 5 balls remaining)"
"Mar 19, 2010","12th match","Barabati Stadium, Cuttack","night","Kings XI Punjab","field","Deccan Chargers","170/7","Kings XI Punjab","164/8","Deccan Chargers","6 runs"
"Mar 20, 2010","13th match","Sardar Patel Stadium, Motera, Ahmedabad","day/night","Rajasthan Royals","bat","Rajasthan Royals","168/7","Kolkata Knight Riders","134/5","Rajasthan Royals","34 runs"
"Mar 20, 2010","14th match","Brabourne Stadium, Mumbai","night","Mumbai Indians","bat","Mumbai Indians","151/9","RCB","155/3","Royal Challengers Bangalore","7 wickets (with 5 balls remaining)"
"Mar 21, 2010","15th match","Barabati Stadium, Cuttack","day/night","Deccan Chargers","bat","Deccan Chargers","171/6","Delhi Daredevils","161/9","Deccan Chargers","10 runs"
"Mar 21, 2010","16th match","MA Chidambaram Stadium, Chepauk, Chennai","night","Chennai Super Kings","field","Kings XI Punjab","136/8","Chennai Super Kings","136/7","Match tied (Kings XI Punjab",""
"Mar 22, 2010","17th match","Brabourne Stadium, Mumbai","night","Kolkata Knight Riders","bat","Kolkata Knight Riders","155/3","Mumbai Indians","156/3","Mumbai Indians","7 wickets (with 9 balls remaining)"
"Mar 23, 2010","18th match","M Chinnaswamy Stadium, Bangalore","night","Chennai Super Kings","field","RCB","171/5","Chennai Super Kings","135/7","Royal Challengers Bangalore","36 runs"
"Mar 24, 2010","19th match","Punjab Cricket Association Stadium, Mohali, Chandigarh","night","Kings XI Punjab","field","Rajasthan Royals","183/5","Kings XI Punjab","152","Rajasthan Royals","31 runs"
"Mar 25, 2010","20th match","M Chinnaswamy Stadium, Bangalore","day/night","Royal Challengers Bangalore","field","Delhi Daredevils","183/4","RCB","166/9","Delhi Daredevils","17 runs"
"Mar 25, 2010","21st match","Brabourne Stadium, Mumbai","night","Mumbai Indians","field","Chennai Super Kings","180/2","Mumbai Indians","181/5","Mumbai Indians","5 wickets (with 6 balls remaining)"
"Mar 26, 2010","22nd match","Sardar Patel Stadium, Motera, Ahmedabad","night","Deccan Chargers","bat","Deccan Chargers","148/9","Rajasthan Royals","151/2","Rajasthan Royals","8 wickets (with 26 balls remaining)"
"Mar 27, 2010","23rd match","Punjab Cricket Association Stadium, Mohali, Chandigarh","night","Kolkata Knight Riders","bat","Kolkata Knight Riders","183/5","Kings XI Punjab","144/6","Kolkata Knight Riders","39 runs"
"Mar 28, 2010","24th match","Sardar Patel Stadium, Motera, Ahmedabad","day/night","Rajasthan Royals","bat","Rajasthan Royals","177/8","Chennai Super Kings","160/6","Rajasthan Royals","17 runs"
"Mar 28, 2010","25th match","Dr DY Patil Sports Academy, Mumbai","night","Deccan Chargers","field","Mumbai Indians","172/7","Deccan Chargers","131","Mumbai Indians","41 runs"
"Mar 29, 2010","26th match","Feroz Shah Kotla, Delhi","night","Delhi Daredevils","bat","Delhi Daredevils","177/4","Kolkata Knight Riders","137/9","Delhi Daredevils","40 runs"
"Mar 30, 2010","27th match","Brabourne Stadium, Mumbai","night","Mumbai Indians","field","Kings XI Punjab","163","Mumbai Indians","164/6","Mumbai Indians","4 wickets (with 3 balls remaining)"
